,Unnamed: 0,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,Numerator,Day_Perc_Change,Trend,Daily Return,SMA21,SMA34,average,std,Upper band,Lower band
158,158,RELINFRA,EQ,2017-12-29,555.05,566.5,574.3,548.1,554.6,553.85,558.51,6581928,3676095150.0,70149,539341,8.19,12,2017,3676072607.28,-0.002161967390325037,Slight or No change,-0.0223300970873786,473.24047619047644,464.1176470588234,488.03571428571433,44.96726342818472,577.9702411420838,398.1011874293449
159,159,RELINFRA,EQ,2018-01-01,553.85,554.0,589.9,548.5,572.0,572.65,573.85,9340782,5360221030.0,109453,687279,7.36,1,2018,5360207750.7,0.03394420872077264,Among top gainers,0.03366425992779779,479.55952380952397,467.4514705882352,496.1428571428572,49.37435046171706,594.8915580662913,397.3941562194231
160,160,RELINFRA,EQ,2018-01-02,572.65,577.85,578.35,555.05,563.35,563.4,565.6,5721793,3236234866.0,68578,374001,6.54,1,2018,3236246120.8,-0.01615297302016938,Negative,-0.025006489573418784,485.59761904761916,470.50882352941164,504.22857142857146,50.5273867638807,605.2833449563328,403.1737979008101
161,161,RELINFRA,EQ,2018-01-03,563.4,566.25,574.55,556.95,562.95,562.55,564.87,3690364,2084590996.0,49112,386388,10.47,1,2018,2084575912.68,-0.0015086971955982074,Slight or No change,-0.0065342163355409195,491.4666666666668,474.7617647058822,512.2428571428571,50.22143603445254,612.6857292117622,411.79998507395203
162,162,RELINFRA,EQ,2018-01-04,562.55,565.4,567.9,555.6,565.2,565.55,562.6,2539276,1428587357.0,33641,273463,10.77,1,2018,1428596677.6,0.005332859301395486,Slight positive,0.00026529890343115895,497.27380952380963,478.2779411764704,520.1785714285714,49.15320129759774,618.4849740237669,421.87216883337595
163,163,RELINFRA,EQ,2018-01-05,565.55,568.0,582.65,560.0,578.0,578.15,573.16,4467467,2560564263.0,48868,760046,17.01,1,2018,2560573385.72,0.022279197241623198,Positive,0.017869718309859114,503.83571428571435,482.380882352941,529.4142857142857,46.81159220572535,623.0374701257364,435.79110130283505
164,164,RELINFRA,EQ,2018-01-08,578.15,581.05,589.7,574.25,580.3,582.5,582.65,3847016,2241469816.0,46044,335448,8.72,1,2018,2241463872.4,0.0075239989622071235,Slight positive,0.002495482316496077,509.8619047619048,486.47352941176456,539.3035714285714,41.74011842656527,622.783808281702,455.8233345754409
165,165,RELINFRA,EQ,2018-01-09,582.5,582.0,583.9,567.25,569.0,569.8,574.1,2370618,1360978514.0,29285,256965,10.84,1,2018,1360971793.8,-0.021802575107296215,Negative,-0.020962199312714855,515.5761904761905,489.9779411764704,548.3428571428572,31.87585206790396,612.0945612786651,484.59115300704923
166,166,RELINFRA,EQ,2018-01-10,569.8,570.0,578.55,561.0,564.85,564.3,568.94,2286377,1300816898.0,30080,216740,9.48,1,2018,1300811330.38,-0.009652509652509631,Slight negative,-0.01000000000000008,520.5833333333334,493.3573529411762,555.35,21.534748306291707,598.4194966125834,512.2805033874166
167,167,RELINFRA,EQ,2018-01-11,564.3,565.0,573.5,562.3,564.4,564.0,567.95,1867830,1060833121.0,22597,217794,11.66,1,2018,1060834048.5,-0.0005316321105793831,Slight or No change,-0.0017699115044247787,526.0023809523809,496.73970588235267,559.5607142857144,15.993269961639516,591.5472542089934,527.5741743624354
168,168,RELINFRA,EQ,2018-01-12,564.0,568.0,574.6,538.35,556.0,555.4,558.18,2867230,1600423200.0,36905,211711,7.38,1,2018,1600430441.4,-0.01524822695035466,Negative,-0.022183098591549336,531.0047619047618,499.79705882352914,561.4857142857144,13.366885440280107,588.2194851662746,534.7519434051542
169,169,RELINFRA,EQ,2018-01-15,555.4,558.2,565.0,554.25,556.5,557.85,559.96,1783142,998493548.1,27312,235785,13.22,1,2018,998488194.32,0.004411235145840964,Slight or No change,-0.0006270154066643187,535.9285714285713,502.52941176470557,562.7714285714286,11.912270891905669,586.59597035524,538.9468867876172
170,170,RELINFRA,EQ,2018-01-16,557.85,559.45,560.9,531.6,537.8,536.5,543.4,2982930,1620922144.0,37398,751721,25.2,1,2018,1620924162.0,-0.0382719369006006,Among top losers,-0.041022432746447485,540.1023809523808,504.8294117647056,562.9678571428573,11.408947351542773,585.7857518459429,540.1499624397717
171,171,RELINFRA,EQ,2018-01-17,536.5,536.8,552.7,519.4,543.0,543.95,536.11,3994984,2141747358.0,47761,781304,19.56,1,2018,2141750872.24,0.013886300093196802,Positive,0.013319672131147712,544.8595238095238,507.48970588235267,562.1750000000001,12.348524514785279,586.8720490295706,537.4779509704296
172,172,RELINFRA,EQ,2018-01-18,543.95,546.0,552.15,501.5,502.5,506.5,525.02,4259050,2236104318.0,57884,878318,20.62,1,2018,2236086431.0,-0.0688482397279162,Among top losers,-0.07234432234432235,547.8714285714285,509.4470588235291,558.7928571428572,19.32032466225381,597.4335064673649,520.1522078183496
173,173,RELINFRA,EQ,2018-01-19,506.5,506.4,521.75,499.3,515.45,517.85,509.58,3445081,1755547759.0,45309,331651,9.63,1,2018,1755544375.98,0.022408687068114608,Positive,0.022610584518167547,550.3309523809523,511.83676470588205,554.8785714285715,21.70141535871287,598.2814021459973,511.47574071114576
174,174,RELINFRA,EQ,2018-01-22,517.85,514.0,517.0,503.5,510.5,509.6,510.33,1637010,835411550.3,22701,154600,9.44,1,2018,835415313.3,-0.015931254224196167,Negative,-0.008560311284046648,550.547619047619,513.9044117647055,551.0357142857144,24.640737287384212,600.3171888604829,501.754239710946
175,175,RELINFRA,EQ,2018-01-23,509.6,511.5,533.0,510.1,518.75,516.85,521.6,2592969,1352503961.0,36496,235255,9.07,1,2018,1352492630.4,0.014226844583987487,Positive,0.010459433040078245,549.995238095238,516.0588235294115,547.7714285714287,25.988257069193004,599.7479427098148,495.7949144330427
176,176,RELINFRA,EQ,2018-01-24,516.85,517.0,521.45,507.35,514.05,515.2,513.91,1747106,897847704.6,25199,154649,8.85,1,2018,897855244.4599998,-0.00319241559446648,Slight or No change,-0.003481624758220415,548.8214285714286,518.2602941176468,544.1750000000001,26.80959034777184,597.7941806955438,490.5558193044564
177,177,RELINFRA,EQ,2018-01-25,515.2,517.0,522.75,511.2,517.4,513.95,516.75,2084633,1077238677.0,30963,359469,17.24,1,2018,1077234102.75,-0.0024262422360248337,Slight or No change,-0.005899419729206875,547.8785714285715,519.9661764705879,539.5892857142859,26.030530732579,591.6503471794439,487.5282242491279
178,178,RELINFRA,EQ,2018-01-29,513.95,516.25,525.45,500.75,507.5,509.7,514.4,2992572,1539381156.0,47956,252034,8.42,1,2018,1539379036.8,-0.008269286895612571,Slight negative,-0.01268765133171915,545.7190476190477,521.7279411764704,534.3892857142858,23.990592535820017,582.3704707859259,486.4081006426458
179,179,RELINFRA,EQ,2018-01-30,509.7,506.5,518.9,505.0,507.25,508.3,512.75,2052355,1052345375.0,26062,224800,10.95,1,2018,1052345026.25,-0.002746713753188135,Slight or No change,0.003553800592300121,543.5500000000001,523.1735294117644,529.9964285714287,22.59799569299508,575.1924199574189,484.80043718543857
180,180,RELINFRA,EQ,2018-01-31,508.3,507.25,512.75,492.05,495.95,496.35,502.0,2647818,1329197580.0,33722,328265,12.4,1,2018,1329204636.0,-0.0235097383434979,Negative,-0.02148841793987181,539.9166666666667,524.5308823529408,525.1428571428572,21.95143115312298,569.0457194491032,481.2399948366113
181,181,RELINFRA,EQ,2018-02-01,496.35,497.0,504.05,480.0,492.35,492.75,495.24,2154522,1067003804.0,34090,153833,7.14,2,2018,1067005475.28,-0.007252946509519574,Slight negative,-0.008551307847082495,536.5523809523811,525.7779411764703,520.0535714285716,20.458320333768675,560.9702120961089,479.1369307610342
182,182,RELINFRA,EQ,2018-02-02,492.75,485.75,486.3,441.1,447.3,449.75,460.39,3175889,1462162500.0,40752,361037,11.37,2,2018,1462147536.71,-0.08726534753932014,Bear drop,-0.07411219763252702,531.1809523809525,525.6397058823526,512.507142857143,25.32405254619836,563.1552479495397,461.8590377647463
183,183,RELINFRA,EQ,2018-02-05,449.75,428.05,454.15,428.05,452.3,446.2,442.23,3037191,1343130384.0,45148,368558,12.13,2,2018,1343136975.93,-0.007893274041133934,Slight negative,0.04240158859946262,525.4976190476193,525.5617647058821,504.53214285714296,27.438396785013758,559.4089364271705,449.6553492871154
184,184,RELINFRA,EQ,2018-02-06,446.2,410.0,441.1,407.45,430.35,431.45,425.64,2913613,1240151470.0,37403,222548,7.64,2,2018,1240150237.32,-0.0330569251456746,Among top losers,0.05231707317073168,518.511904761905,525.1911764705881,497.0285714285715,32.00728110846085,561.0431336454932,433.0140092116498
185,185,RELINFRA,EQ,2018-02-07,431.45,438.1,443.3,427.55,429.0,431.1,433.74,2027289,879316642.0,25601,223771,11.04,2,2018,879316330.86,-0.0008112179858615898,Slight or No change,-0.015978087194704404,511.3023809523812,524.8338235294115,488.96785714285727,33.45877260578621,555.8854023544297,422.05031193128485
186,186,RELINFRA,EQ,2018-02-08,431.1,436.55,447.95,434.55,443.0,444.2,442.34,2852391,1261716063.0,39265,351426,12.32,2,2018,1261726634.9399998,0.03038738111806993,Among top gainers,0.01752376589165039,505.3214285714289,524.1867647058821,484.5178571428573,35.052612144202136,554.6230814312615,414.412632854453
187,187,RELINFRA,EQ,2018-02-09,444.2,432.0,462.0,428.15,451.0,451.5,448.27,3132223,1404071308.0,45477,316527,10.11,2,2018,1404081604.21,0.016434038721296673,Positive,0.04513888888888889,499.9500000000004,522.6117647058821,479.7785714285715,34.682747397416044,549.1440662234036,410.4130766337394
188,188,RELINFRA,EQ,2018-02-12,451.5,465.0,472.8,455.2,458.85,461.15,463.22,3527069,1633804092.0,44691,334369,9.48,2,2018,1633808902.18,0.021373200442967862,Positive,-0.008279569892473167,495.0523809523813,520.6323529411762,476.3178571428572,33.88628385521917,544.0904248532955,408.5452894324188
189,189,RELINFRA,EQ,2018-02-14,461.15,463.8,467.95,454.1,454.45,457.25,461.61,2675349,1234980119.0,36417,309200,11.56,2,2018,1234967851.89,-0.008457118074379209,Slight negative,-0.01412246658042262,490.37857142857183,518.2029411764704,472.0607142857143,32.09918030688063,536.2590748994755,407.86235367195303
190,190,RELINFRA,EQ,2018-02-15,457.25,459.5,462.9,437.0,445.5,443.9,450.75,2275186,1025542194.0,32125,285404,12.54,2,2018,1025540089.5,-0.02919628212137781,Negative,-0.033949945593035956,484.9523809523813,515.5602941176469,466.96785714285716,30.336006830820203,527.6398708044976,406.29584348121676
191,191,RELINFRA,EQ,2018-02-16,443.9,445.5,458.4,438.1,451.6,452.3,448.8,4262795,1913162199.0,52497,847235,19.88,2,2018,1913142396.0,0.01892318089659839,Positive,0.015263748597081956,480.94285714285746,512.5382352941175,462.56428571428575,27.315671949742438,517.1956296137706,407.93294181480087
192,192,RELINFRA,EQ,2018-02-19,452.3,451.95,458.0,433.9,444.85,443.85,446.11,3094482,1380480272.0,41186,236412,7.64,2,2018,1380479365.02,-0.01868229051514481,Negative,-0.01792233654165276,476.17619047619075,509.3029411764705,457.8607142857144,24.049013881682004,505.9587420490784,409.76268652235035
193,193,RELINFRA,EQ,2018-02-20,443.85,445.0,452.7,442.3,443.95,446.3,447.83,2160846,967695710.8,31240,164272,7.6,2,2018,967691664.18,0.005519882843302959,Slight positive,0.002921348314606767,473.3095238095241,505.58676470588216,453.43214285714294,19.28246121322634,491.9970652835956,414.8672204306903
194,194,RELINFRA,EQ,2018-02-21,446.3,449.0,451.45,437.3,443.1,443.4,442.94,1825773,808715670.5,23998,170769,9.35,2,2018,808707892.62,-0.006497871386959564,Slight negative,-0.01247216035634749,469.76428571428596,502.0573529411763,449.65000000000003,14.915170387639822,479.48034077527967,419.8196592247204
195,195,RELINFRA,EQ,2018-02-22,443.4,442.3,448.8,438.2,439.95,439.95,443.42,2191591,971784755.9,27173,386751,17.65,2,2018,971795281.22,-0.007780784844384271,Slight negative,-0.0053131358806240625,466.4476190476193,498.45147058823517,445.87857142857143,8.455123942269786,462.788819313111,428.9683235440319
196,196,RELINFRA,EQ,2018-02-23,439.95,443.95,457.85,442.05,454.0,454.55,451.71,2192481,990355709.7,28853,296902,13.54,2,2018,990365592.51,0.03318558927150828,Among top gainers,0.023876562675977077,463.48095238095254,495.1867647058822,446.2214285714286,8.717438629767289,463.65630583096316,428.786551311894
197,197,RELINFRA,EQ,2018-02-26,454.55,456.85,472.4,453.65,465.7,467.65,464.63,2796585,1299380137.0,41220,259656,9.28,2,2018,1299377288.55,0.028819711802881894,Positive,0.023640144467549425,461.2166666666668,491.9367647058822,447.75357142857143,10.430123981226595,468.6138193910246,426.89332346611826
198,198,RELINFRA,EQ,2018-02-27,467.65,469.0,469.4,455.1,458.15,457.7,459.89,1647547,757683513.3,19880,162406,9.86,2,2018,757690389.8299999,-0.021276595744680882,Negative,-0.02409381663113009,458.53809523809537,488.2661764705881,449.62857142857143,9.600254689846027,468.8290808082635,430.4280620488794
199,199,RELINFRA,EQ,2018-02-28,457.7,453.0,464.5,449.8,454.6,455.6,456.78,1982777,905699126.1,39591,396296,19.99,2,2018,905692878.06,-0.004588158182215364,Slight or No change,0.005739514348785922,455.96190476190486,484.9073529411763,451.37857142857143,8.074740155042017,467.52805173865545,435.2290911184874
200,200,RELINFRA,EQ,2018-03-01,455.6,454.9,459.5,439.5,441.05,441.95,448.52,2242710,1005891765.0,28646,302655,13.5,3,2018,1005900289.2,-0.02996049165935033,Negative,-0.028467795119806526,452.80238095238116,481.30882352941165,451.21785714285716,8.249116669328622,467.7160904815144,434.7196238041999
201,201,RELINFRA,EQ,2018-03-05,441.95,442.5,445.0,430.05,433.95,434.05,436.53,2263260,987977396.3,32708,276852,12.23,3,2018,987980887.8,-0.0178753252630387,Negative,-0.019096045197740087,449.8357142857144,477.48676470588225,449.9714285714286,9.436135826739642,468.8437002249079,431.0991569179493
202,202,RELINFRA,EQ,2018-03-06,434.05,436.25,450.95,428.2,428.4,433.35,441.5,3318236,1465014989.0,42837,163846,4.94,3,2018,1465001194.0,-0.0016127174288675938,Slight or No change,-0.006647564469913988,447.00714285714304,473.8970588235293,447.9857142857144,9.820062442451565,467.6258391706175,428.34558940081126
203,203,RELINFRA,EQ,2018-03-07,433.35,432.0,436.0,406.0,410.85,409.75,421.59,3087922,1301833561.0,40383,371554,12.03,3,2018,1301837035.98,-0.05445944386754365,Among top losers,-0.05150462962962963,445.1023809523811,469.541176470588,444.5928571428572,13.780195615767402,472.15324837439204,417.0324659113224
204,204,RELINFRA,EQ,2018-03-08,409.75,415.3,429.9,409.5,427.0,427.0,419.16,4011250,1681359878.0,44279,683371,17.04,3,2018,1681355550.0,0.04209884075655879,Among top gainers,0.028172405490007196,444.18809523809534,466.32058823529394,443.3857142857144,14.56351379530224,472.5127418763189,414.25868669510993
205,205,RELINFRA,EQ,2018-03-09,427.0,426.6,431.75,413.2,418.3,416.8,423.89,2825255,1197595691.0,35977,322595,11.42,3,2018,1197597341.95,-0.023887587822014056,Negative,-0.022972339428035657,443.4904761904762,462.580882352941,440.8500000000001,15.919424516077925,472.68884903215593,409.01115096784423
206,206,RELINFRA,EQ,2018-03-12,416.8,423.45,437.7,409.7,436.3,430.75,421.75,2879831,1214557872.0,35331,211754,7.35,3,2018,1214568724.25,0.033469289827255284,Among top gainers,0.017239343488015143,443.47380952380956,460.3529411764704,439.91428571428577,16.11334168382855,472.1409690819429,407.68760234662864
207,207,RELINFRA,EQ,2018-03-13,430.75,432.5,456.05,430.7,448.35,451.65,442.5,4174719,1847293365.0,68362,669690,16.04,3,2018,1847313157.5,0.048520023215322006,Among top gainers,0.044277456647398794,443.8285714285714,458.4058823529409,440.29642857142863,16.338304029839048,472.9730366311067,407.61982051175056
208,208,RELINFRA,EQ,2018-03-14,451.65,445.0,456.7,443.7,451.7,452.25,450.02,2557763,1151040603.0,30387,121522,4.75,3,2018,1151044505.26,0.0013284623048821498,Slight or No change,0.016292134831460674,443.8642857142857,456.71911764705857,440.9285714285715,16.636113570341504,474.2007985692545,407.6563442878885
209,209,RELINFRA,EQ,2018-03-15,452.25,454.0,459.4,446.4,448.5,449.45,453.19,1861678,843691941.6,23296,125473,6.74,3,2018,843693852.82,-0.006191265892758424,Slight negative,-0.010022026431718086,443.3071428571429,454.73676470588214,441.60714285714295,16.786199198046855,475.17954125323666,408.03474446104923
210,210,RELINFRA,EQ,2018-03-16,449.45,448.5,453.3,426.05,428.55,428.6,438.86,2482831,1089618607.0,33029,371600,14.97,3,2018,1089615212.66,-0.046390032261653065,Among top losers,-0.044370122630992145,441.9428571428572,452.1897058823527,439.7535714285715,16.679472232539936,473.11251589365133,406.39462696349165
211,211,RELINFRA,EQ,2018-03-19,428.6,427.0,429.5,417.5,424.3,424.25,422.98,2088481,883392625.3,24044,150673,7.21,3,2018,883385693.38,-0.010149323378441544,Negative,-0.006440281030444965,441.0071428571429,449.551470588235,436.6535714285715,15.04933507713098,466.7522415828335,406.55490127430954
212,212,RELINFRA,EQ,2018-03-20,424.25,422.0,456.8,420.1,453.05,453.05,444.54,5744461,2553621480.0,68073,616087,10.72,3,2018,2553642692.94,0.06788450206246321,Among top gainers,0.07357819905213273,441.0428571428572,447.88529411764677,436.3214285714287,14.593514290282796,465.5084571519943,407.13439999086313
213,213,RELINFRA,EQ,2018-03-21,453.05,455.25,461.8,446.0,449.3,449.55,452.19,4200817,1899586353.0,50693,343542,8.18,3,2018,1899567439.23,-0.007725416620682045,Slight negative,-0.012520593080724852,441.31428571428575,446.15735294117616,435.88928571428585,14.058492896733332,464.0062715077525,407.7722999208192
214,214,RELINFRA,EQ,2018-03-22,449.55,450.0,454.15,428.85,430.0,430.4,440.52,3083612,1358383852.0,36810,320484,10.39,3,2018,1358392758.24,-0.042598153709264897,Among top losers,-0.043555555555555604,440.5571428571429,444.2176470588232,435.0642857142858,14.014298036312018,463.09288178690986,407.03568964166175
215,215,RELINFRA,EQ,2018-03-23,430.4,420.0,424.7,412.05,418.0,418.7,417.43,2948049,1230611530.0,33242,180299,6.12,3,2018,1230604094.07,-0.027184014869888414,Negative,-0.0030952380952381222,439.38095238095246,442.0397058823526,433.9678571428572,14.684209299355647,463.3362757415685,404.5994385441459
216,216,RELINFRA,EQ,2018-03-26,418.7,417.0,429.15,416.6,424.45,424.8,423.08,2674523,1131534544.0,39425,391753,14.65,3,2018,1131537190.84,0.014568903749701434,Positive,0.018705035971223048,438.6595238095238,441.30588235294084,433.35714285714295,14.888261472393612,463.1336658019302,403.5806199123557
217,217,RELINFRA,EQ,2018-03-27,424.8,428.6,437.55,425.5,431.6,431.6,431.76,2483569,1072313201.0,29012,166717,6.71,3,2018,1072305751.44,0.016007532956685555,Positive,0.00699953336444237,437.5666666666667,440.87647058823495,434.91785714285726,13.281777672130241,461.4814124871177,408.3543017985968
218,218,RELINFRA,EQ,2018-03-28,431.6,428.35,432.9,423.15,425.0,427.5,427.72,2102662,899361009.2,23594,359928,17.12,3,2018,899350590.6400002,-0.009499536607970429,Slight negative,-0.0019843585852691087,435.654761904762,440.7602941176467,434.95357142857154,13.259502605327569,461.47257663922665,408.4345662179164
219,219,RELINFRA,EQ,2018-04-02,427.5,426.05,448.0,426.05,441.5,443.35,439.01,2246368,986167205.8,26454,163565,7.28,4,2018,986178015.68,0.03707602339181282,Among top gainers,0.04060556272737944,434.97142857142865,441.1205882352938,436.8500000000001,12.329405126333498,461.5088102526671,412.19118974733306
220,220,RELINFRA,EQ,2018-04-03,443.35,442.25,446.7,433.1,444.5,443.25,439.47,2111678,928028297.5,22762,209449,9.92,4,2018,928019130.66,-0.00022555543024704858,Slight or No change,0.0022611644997173543,434.3833333333334,441.09264705882316,437.74285714285725,12.306265714025654,462.35538857090853,413.13032571480596
221,221,RELINFRA,EQ,2018-04-04,443.25,447.0,453.55,434.05,434.3,436.1,443.46,2827367,1253835056.0,31099,311367,11.01,4,2018,1253824169.82,-0.01613085166384654,Negative,-0.024384787472035742,434.1047619047619,440.6397058823526,436.63214285714304,11.638110591152522,459.9083640394481,413.355921674838
222,222,RELINFRA,EQ,2018-04-05,436.1,444.9,456.5,443.0,451.0,452.2,450.63,2239428,1009157950.0,26081,214281,9.57,4,2018,1009153439.64,0.03691813804173338,Among top gainers,0.016408181613845836,434.9690476190477,440.37647058823495,436.62857142857155,11.6329557439495,459.89448291647057,413.36265994067253
223,223,RELINFRA,EQ,2018-04-06,452.2,447.15,452.9,443.4,446.8,447.0,447.77,1881144,842312649.7,20954,304167,16.17,4,2018,842319848.88,-0.011499336576735963,Negative,-0.00033545790003349494,435.6190476190477,440.07499999999965,436.4535714285716,11.442102823912895,459.3377770763974,413.5693657807458
224,224,RELINFRA,EQ,2018-04-09,447.0,447.0,456.0,443.75,451.55,452.2,450.25,2300974,1036015492.0,31036,181117,7.87,4,2018,1036013543.5,0.011633109619686666,Positive,0.011633109619686775,437.6404761904763,440.31911764705853,438.13928571428585,11.924347725613586,461.987981165513,414.2905902630587
225,225,RELINFRA,EQ,2018-04-10,452.2,456.0,466.9,454.6,462.45,462.9,462.05,3339764,1543148139.0,42253,361925,10.84,4,2018,1543137956.2,0.02366209641751427,Positive,0.015131578947368371,439.3500000000001,440.6308823529409,440.9000000000001,12.895884853466708,466.6917697069335,415.1082302930667
226,226,RELINFRA,EQ,2018-04-11,462.9,462.0,462.5,451.0,454.85,455.05,454.97,1571300,714887865.8,20193,289888,18.45,4,2018,714894361.0,-0.016958306329660774,Negative,-0.015043290043290018,441.1714285714287,440.96029411764675,441.04285714285726,13.050977816931871,467.144812776721,414.94090150899353
227,227,RELINFRA,EQ,2018-04-12,455.05,453.4,459.8,449.1,453.0,452.65,454.54,1761314,800585144.1,23220,380014,21.58,4,2018,800587665.5600001,-0.005274145698275,Slight negative,-0.0016541685046316719,442.2142857142858,441.1470588235291,441.2642857142858,13.231466407648432,467.7272185295827,414.8013528989889
228,228,RELINFRA,EQ,2018-04-13,452.65,454.0,463.5,452.8,460.9,461.9,459.43,2081603,956343153.9,23423,256818,12.34,4,2018,956350866.29,0.02043521484590749,Positive,0.017400881057268672,442.702380952381,441.6911764705879,443.5142857142858,13.903118473807504,471.3205226619008,415.7080487666708
229,229,RELINFRA,EQ,2018-04-16,461.9,454.95,459.15,450.3,456.85,456.9,455.3,1459973,664720504.7,21844,99590,6.82,4,2018,664725706.9,-0.01082485386447285,Negative,0.0042861852950873474,442.9238095238096,442.1897058823526,446.2428571428572,12.316512636152575,470.8758824151623,421.60983187055206
230,230,RELINFRA,EQ,2018-04-17,456.9,457.25,465.1,453.6,461.0,459.0,459.39,1764703,810684049.0,20621,90744,5.14,4,2018,810686911.17,0.004596191726854881,Slight or No change,0.0038272279934390375,443.3785714285715,442.32058823529377,448.6857142857143,11.064347256833585,470.81440879938145,426.55701977204717
231,231,RELINFRA,EQ,2018-04-18,459.0,461.0,465.85,456.2,460.2,460.05,461.18,1724203,795168578.5,20605,334468,19.4,4,2018,795167939.54,0.0022875816993463967,Slight or No change,-0.002060737527114943,444.87619047619046,442.0970588235291,450.71785714285716,10.268952593261739,471.2557623293806,430.1799519563337
232,232,RELINFRA,EQ,2018-04-19,460.05,462.0,467.15,458.1,464.0,465.05,462.74,1582057,732077003.7,19344,201606,12.74,4,2018,732081056.1800001,0.010868383871318388,Positive,0.006601731601731627,446.8190476190476,442.31323529411725,453.40000000000003,8.487524781884014,470.3750495637681,436.424950436232
233,233,RELINFRA,EQ,2018-04-20,465.05,463.0,463.5,445.45,448.5,448.6,452.86,1784435,808101048.1,18333,463846,25.99,4,2018,808099234.1,-0.03537254058703365,Among top losers,-0.031101511879049627,446.60714285714283,442.1073529411761,453.77500000000003,8.117235935390035,470.0094718707801,437.54052812922
234,234,RELINFRA,EQ,2018-04-23,448.6,448.9,454.3,447.3,449.0,449.75,450.57,1403296,632280171.9,21156,236795,16.87,4,2018,632283078.72,0.0025635309852876102,Slight or No change,0.0018935174871909618,446.6166666666667,442.33676470588193,454.23928571428576,7.640836104356917,469.52095792299957,438.95761350557194
235,235,RELINFRA,EQ,2018-04-24,449.75,455.0,458.6,434.05,441.0,441.1,445.68,3301720,1471498141.0,45765,354048,10.72,4,2018,1471510569.6,-0.01923290717065029,Negative,-0.030549450549450498,447.1261904761906,442.54411764705844,454.5964285714286,6.798146361771089,468.19272129497074,441.00013584788644
236,236,RELINFRA,EQ,2018-04-25,441.1,440.0,445.0,436.3,438.8,440.55,440.53,1496954,659450393.7,23683,94230,6.29,4,2018,659453145.62,-0.0012468827930174342,Slight or No change,0.0012500000000000258,448.1666666666667,442.7558823529408,453.7642857142858,7.759149154669829,469.2825840236255,438.2459874049461
237,237,RELINFRA,EQ,2018-04-26,440.55,440.0,445.45,436.45,440.5,441.35,440.56,1274058,561298713.3,15476,182519,14.33,4,2018,561298992.48,0.0018159119282714629,Slight or No change,0.00306818181818187,448.95476190476194,443.68529411764666,453.3607142857144,8.268270644491968,469.8972555746983,436.82417299673045
238,238,RELINFRA,EQ,2018-04-27,441.35,443.05,451.3,441.5,443.85,443.7,447.05,1265156,565588590.2,19374,128796,10.18,4,2018,565587989.8000001,0.0053245723348815934,Slight positive,0.001467103035774692,449.53095238095244,444.1764705882349,452.7535714285715,8.662728835600221,470.07902909977196,435.428113757371
239,239,RELINFRA,EQ,2018-04-30,443.7,444.7,452.75,440.1,450.75,451.2,447.61,1276828,571520652.2,17425,119972,9.4,4,2018,571520981.08,0.01690331304935766,Positive,0.014616595457611873,450.65952380952393,445.1882352941173,451.91785714285726,8.158256958041099,468.2343710589395,435.60134322677504
240,240,RELINFRA,EQ,2018-05-02,451.2,452.8,460.5,430.5,433.0,433.3,447.14,2214492,990184561.0,31197,462997,20.91,5,2018,990187952.88,-0.03967198581560283,Among top losers,-0.04306537102473498,450.1809523809524,445.2632352941173,450.3642857142858,9.479805024193467,469.32389576267275,431.4046756658989
241,241,RELINFRA,EQ,2018-05-03,433.3,432.9,432.9,411.25,413.0,413.6,418.66,2661739,1114360550.0,39231,410317,15.42,5,2018,1114363649.74,-0.04546503577198247,Among top losers,-0.04458304458304448,448.7690476190477,444.14411764705847,447.57500000000016,13.603545210999773,474.7820904219997,420.3679095780006
242,242,RELINFRA,EQ,2018-05-04,413.6,414.2,424.7,402.65,424.5,423.35,415.59,3713088,1543135718.0,42690,810254,21.82,5,2018,1543122241.9199998,0.02357350096711808,Positive,0.02209077740222123,448.16190476190485,443.2941176470585,444.8214285714288,14.361349227993042,473.54412702741485,416.0987301154427
243,243,RELINFRA,EQ,2018-05-07,423.35,426.05,456.6,422.25,447.95,449.6,439.7,4878406,2145053871.0,63359,822853,16.87,5,2018,2145035118.2,0.06200543285697412,Among top gainers,0.05527520244102807,448.0380952380953,443.2985294117644,444.30000000000024,14.0174753570192,472.33495071403865,416.2650492859618
244,244,RELINFRA,EQ,2018-05-08,449.6,448.1,449.45,437.6,439.4,440.0,441.68,2304581,1017886577.0,39093,408794,17.74,5,2018,1017887336.08,-0.021352313167259832,Negative,-0.018076322249497928,447.70476190476194,443.6338235294114,442.9428571428574,13.390522726955998,469.7239025967694,416.1618116889454
245,245,RELINFRA,EQ,2018-05-09,440.0,438.0,439.2,424.25,426.0,426.3,430.57,2646756,1139608957.0,40822,801533,30.28,5,2018,1139613730.92,-0.031136363636363632,Among top losers,-0.02671232876712326,446.47142857142853,443.6941176470585,440.5321428571431,13.108857943903217,466.74985874494956,414.3144269693367
246,246,RELINFRA,EQ,2018-05-10,426.3,430.95,431.5,413.1,413.55,414.55,419.65,2253793,945802382.8,32623,337698,14.98,5,2018,945804232.45,-0.027562749237626142,Negative,-0.038055458869938455,444.1690476190476,442.561764705882,436.92500000000024,12.787414936931592,462.4998298738634,411.3501701261371
