,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,Numerator,Day_Perc_Change,Trend
462,RELINFRA,EQ,2019-03-25,130.55,126.8,132.75,126.05,128.15,128.2,129.52,9384294,1215456239.0,61450,991957,10.57,3,2019,1215453758.88,-0.0180007659900423,Negative
463,RELINFRA,EQ,2019-03-26,128.2,129.0,136.7,128.7,133.5,133.15,133.31,11785336,1571151885.0,71652,1975363,16.76,3,2019,1571103142.16,0.0386115444617785,Among top gainers
464,RELINFRA,EQ,2019-03-27,133.15,134.35,137.25,130.0,130.7,130.95,134.18,9668897,1297399430.0,60540,1309296,13.54,3,2019,1297372599.46,-0.016522718738265274,Negative
465,RELINFRA,EQ,2019-03-28,130.95,132.35,135.95,131.2,135.55,135.2,134.56,7584343,1020571740.0,68508,1454618,19.18,3,2019,1020549194.08,0.03245513554791901,Among top gainers
466,RELINFRA,EQ,2019-03-29,135.2,135.85,140.3,135.55,136.2,137.0,137.94,8789953,1212447209.0,54833,1135056,12.91,3,2019,1212486116.82,0.013313609467455745,Positive
467,RELINFRA,EQ,2019-04-01,137.0,137.8,140.0,133.9,137.4,137.55,137.61,6885735,947539275.1,45100,666578,9.68,4,2019,947545993.3500001,0.004014598540146075,Slight or No change
468,RELINFRA,EQ,2019-04-02,137.55,138.0,146.4,136.8,140.5,140.25,141.81,15133257,2146071780.0,95842,1577740,10.43,4,2019,2146047175.17,0.019629225736095934,Positive
469,RELINFRA,EQ,2019-04-03,140.25,141.1,142.15,137.0,137.5,137.5,139.38,6939517,967221899.6,61300,1385212,19.96,4,2019,967229879.4599999,-0.019607843137254943,Negative
470,RELINFRA,EQ,2019-04-04,137.5,137.95,138.7,132.0,132.6,132.85,134.95,6309765,851512548.2,39916,1035686,16.41,4,2019,851502786.7499999,-0.03381818181818186,Among top losers
471,RELINFRA,EQ,2019-04-05,132.85,132.8,134.7,132.1,133.45,133.55,133.49,5492537,733179718.0,35926,814890,14.84,4,2019,733198764.13,0.005269100489273759,Slight positive
472,RELINFRA,EQ,2019-04-08,133.55,134.3,138.3,131.35,132.45,132.55,134.82,6382109,860465562.9,43346,1124739,17.62,4,2019,860435935.38,-0.007487832272557116,Slight negative
473,RELINFRA,EQ,2019-04-09,132.55,133.15,134.35,126.4,130.5,130.5,129.4,8534769,1104390558.0,59004,1133121,13.28,4,2019,1104399108.6000001,-0.015465861938891101,Negative
474,RELINFRA,EQ,2019-04-10,130.5,130.8,134.3,130.1,131.7,131.4,132.22,7094620,938079272.1,58911,977635,13.78,4,2019,938050656.4,0.006896551724137945,Slight positive
475,RELINFRA,EQ,2019-04-11,131.4,131.5,132.4,127.65,128.7,128.95,128.95,5420241,698937070.7,36978,885269,16.33,4,2019,698940076.9499999,-0.0186453576864537,Negative
476,RELINFRA,EQ,2019-04-12,128.95,129.1,132.2,128.5,131.35,131.4,130.61,5807969,758572468.7,40577,822168,14.16,4,2019,758578831.09,0.018999612252811326,Positive
477,RELINFRA,EQ,2019-04-15,131.4,132.2,134.2,130.5,131.9,132.0,132.4,3808950,504307034.2,26642,505315,13.27,4,2019,504304980.0,0.004566210045662045,Slight or No change
478,RELINFRA,EQ,2019-04-16,132.0,132.5,136.3,130.2,132.0,132.05,133.47,7716491,1029950710.0,52133,1571771,20.37,4,2019,1029920053.77,0.00037878787878797837,Slight or No change
479,RELINFRA,EQ,2019-04-18,132.05,132.3,132.55,120.0,120.8,121.5,123.83,16928048,2096248440.0,111215,3542121,20.92,4,2019,2096200183.84,-0.07989397955319966,Bear drop
480,RELINFRA,EQ,2019-04-22,121.5,119.5,121.0,114.1,116.0,116.35,117.26,12261740,1437861887.0,83679,912859,7.44,4,2019,1437811632.4,-0.04238683127572018,Among top losers
481,RELINFRA,EQ,2019-04-23,116.35,116.05,121.85,114.7,117.7,118.0,118.94,13824049,1644213905.0,80680,817302,5.91,4,2019,1644232388.06,0.014181349376880092,Positive
482,RELINFRA,EQ,2019-04-24,118.0,119.0,122.5,115.65,121.0,120.95,119.2,10698675,1275299373.0,74897,1725197,16.13,4,2019,1275282060.0,0.025000000000000133,Positive
483,RELINFRA,EQ,2019-04-25,120.95,121.75,128.9,121.05,121.75,122.1,124.49,15058571,1874582704.0,98488,2114116,14.04,4,2019,1874641503.79,0.009508061182306626,Slight positive
484,RELINFRA,EQ,2019-04-26,122.1,122.85,124.25,116.6,119.25,119.95,120.35,10654280,1282283794.0,71080,836302,7.85,4,2019,1282242598.0,-0.01760851760851756,Negative
485,RELINFRA,EQ,2019-04-30,119.95,114.0,115.75,105.5,107.0,107.9,109.01,15792196,1721471252.0,108389,1588327,10.06,4,2019,1721507285.96,-0.10045852438516045,Bear drop
486,RELINFRA,EQ,2019-05-02,107.9,108.0,115.35,106.4,109.9,110.25,111.34,16498327,1836923621.0,111041,2148980,13.03,5,2019,1836923728.18,0.021779425393883223,Positive
487,RELINFRA,EQ,2019-05-03,110.25,110.95,112.25,108.3,109.85,109.9,110.02,10877791,1196792292.0,68124,1604296,14.75,5,2019,1196774565.82,-0.0031746031746031633,Slight or No change
488,RELINFRA,EQ,2019-05-06,109.9,108.0,109.25,105.15,105.9,106.1,107.06,8810074,943165609.0,54063,1257611,14.27,5,2019,943206522.44,-0.034576888080072865,Among top losers
489,RELINFRA,EQ,2019-05-07,106.1,106.15,109.0,100.0,100.35,100.9,104.74,10579715,1108146844.0,64725,1094952,10.35,5,2019,1108119349.1,-0.049010367577756675,Among top losers
490,RELINFRA,EQ,2019-05-08,100.9,99.0,102.4,96.6,99.85,99.45,99.51,14389998,1432004397.0,81888,1348993,9.37,5,2019,1431948700.98,-0.01437066402378595,Negative
491,RELINFRA,EQ,2019-05-09,99.45,99.55,103.2,99.15,102.75,101.9,101.43,9073864,920336925.2,60852,1017296,11.21,5,2019,920362025.5200001,0.024635495223730652,Positive
492,RELINFRA,EQ,2019-05-10,101.9,102.1,108.5,102.1,107.6,107.15,106.08,10773570,1142881829.0,69164,1505251,13.97,5,2019,1142860305.6,0.051521099116781155,Among top gainers
493,RELINFRA,EQ,2019-05-13,107.15,107.2,109.75,100.2,101.05,101.1,104.83,6732295,705729353.7,45809,626421,9.3,5,2019,705746484.85,-0.05646290247316854,Among top losers
